case_folding,tokenizing
tidak bicara sesuai fakta  anies dengan lantang sebut lampung tidak mempunyai alat pemantau polusi udara gacoan anies gempa daesang pagii batter up views pilihan terbaik,"['tidak', 'bicara', 'sesuai', 'fakta', 'anies', 'dengan', 'lantang', 'sebut', 'lampung', 'tidak', 'mempunyai', 'alat', 'pemantau', 'polusi', 'udara', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']"
prabowo sindir anies baswedan  apbd paling besar  tapi kok mas anies gagal memimpin jakarta gacoan anies gempa daesang pagii batter up views pilihan terbaik,"['prabowo', 'sindir', 'anies', 'baswedan', 'apbd', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'memimpin', 'jakarta', 'gacoan', 'anies', 'gempa', 'daesang', 'pagii', 'batter', 'up', 'views', 'pilihan', 'terbaik']"
vivacoid selama debat nya  anies memperkenalkan program program untuk solusidari masalah yang ada seperti dalam penididikan  transportasi  lingkungan,"['vivacoid', 'selama', 'debat', 'nya', 'anies', 'memperkenalkan', 'program', 'program', 'untuk', 'solusi', 'dari', 'masalah', 'yang', 'ada', 'seperti', 'dalam', 'penididikan', 'transportasi', 'lingkungan']"
romeogadungan seinget ku itu yg datang makruf amin sama jokowi  anies ga ada datang acara di monas,"['romeogadungan', 'seinget', 'ku', 'itu', 'yg', 'datang', 'makruf', 'amin', 'sama', 'jokowi', 'anies', 'ga', 'ada', 'datang', 'acara', 'di', 'monas']"
vivacoid anies mendominasi debat pertama dengan retorika yang baik  dia menilai anies punya keleluasaan menyerang gagasan dua kandidat lain karena mengusung visi perubahan,"['vivacoid', 'anies', 'mendominasi', 'debat', 'pertama', 'dengan', 'retorika', 'yang', 'baik', 'dia', 'menilai', 'anies', 'punya', 'keleluasaan', 'menyerang', 'gagasan', 'dua', 'kandidat', 'lain', 'karena', 'mengusung', 'visi', 'perubahan']"
di ganjar sama prabowo sama  ada mantan napi korupsi yang jadi timses resmi nasional  di anies ada ga sih,"['di', 'ganjar', 'sama', 'prabowo', 'sama', 'ada', 'mantan', 'napi', 'korupsi', 'yang', 'jadi', 'timses', 'resmi', 'nasional', 'di', 'anies', 'ada', 'ga', 'sih']"
vivacoid selama debat berlangsung  anies menunjukkan gambaran diri sebagai seorang yang terpelajar,"['vivacoid', 'selama', 'debat', 'berlangsung', 'anies', 'menunjukkan', 'gambaran', 'diri', 'sebagai', 'seorang', 'yang', 'terpelajar']"
hai bestie disaat debat perdana capres cawapres kemaren malam menyisakan momen yang dramatis  dimana sang pangeran lupa kalau dia lagi berada di area mimbar debat bukan pertandingan bola  apalagi sang pangeran sampai ngos ngosan awokawokawok  gacoan anies semalem ordal,"['hai', 'bestie', 'disaat', 'debat', 'perdana', 'capres', 'cawapres', 'kemaren', 'malam', 'menyisakan', 'momen', 'yang', 'dramatis', 'dimana', 'sang', 'pangeran', 'lupa', 'kalau', 'dia', 'lagi', 'berada', 'di', 'area', 'mimbar', 'debat', 'bukan', 'pertandingan', 'bola', 'apalagi', 'sang', 'pangeran', 'sampai', 'ngos', 'ngosan', 'awokawokawok', 'gacoan', 'anies', 'semalem', 'ordal']"
anies si dablek habiskan uang negara triliun tapi tak bisa atasi polusi jungkook is coming olivia gacoan daesang bangtan debut karina wonbin batter up views,"['anies', 'si', 'dablek', 'habiskan', 'uang', 'negara', 'triliun', 'tapi', 'tak', 'bisa', 'atasi', 'polusi', 'jungkook', 'is', 'coming', 'olivia', 'gacoan', 'daesang', 'bangtan', 'debut', 'karina', 'wonbin', 'batter', 'up', 'views']"
kewalorenzo  bobby risakotta ayo bli ketut maen  lah ke jakarta  biar bisa merasakan kemajuan jakarta sejak dipimpin anies,"['kewalorenzo', 'bobby', 'risakotta', 'ayo', 'bli', 'ketut', 'maen', 'lah', 'ke', 'jakarta', 'biar', 'bisa', 'merasakan', 'kemajuan', 'jakarta', 'sejak', 'dipimpin', 'anies']"
vivacoid selama debat  anies dapat tampil dengan tenang dalam menjelaskan segala pertanyaan atas permasalahan yang dibahas dalam debat,"['vivacoid', 'selama', 'debat', 'anies', 'dapat', 'tampil', 'dengan', 'tenang', 'dalam', 'menjelaskan', 'segala', 'pertanyaan', 'atas', 'permasalahan', 'yang', 'dibahas', 'dalam', 'debat']"
sobat anies  partaisocmed  partaisocmed dikasih fakta nih,"['sobat', 'anies', 'partaisocmed', 'partaisocmed', 'dikasih', 'fakta', 'nih']"
prabusantoso wasle  sobat anies  partaisocmed iya ya  saya jdi malu  ini cari presiden lo  bukan ketua rt,"['prabusantoso', 'wasle', 'sobat', 'anies', 'partaisocmed', 'iya', 'ya', 'saya', 'jdi', 'malu', 'ini', 'cari', 'presiden', 'lo', 'bukan', 'ketua', 'rt']"
vivacoid dalam debatnya  anies hendak memanfaatkan tren yang populer di sosial media untuk menyebarluaskan kritik  terutama  kritik tentang kemerdekaan berpendapat,"['vivacoid', 'dalam', 'debatnya', 'anies', 'hendak', 'memanfaatkan', 'tren', 'yang', 'populer', 'di', 'sosial', 'media', 'untuk', 'menyebarluaskan', 'kritik', 'terutama', 'kritik', 'tentang', 'kemerdekaan', 'berpendapat']"
andre rosiade pak anies berjanji kepada warga jakarta menjalankan amanah smpai tuntas memimpin ibu kota jakarta  apakh itu salah bang kl skrg pak anies berniat membawa perubahan apakh itu juga salah dan tdk beretika bang rekam jejak sdh terbukti beliau menuntaskan amanah memimpin jkt,"['andre', 'rosiade', 'pak', 'anies', 'berjanji', 'kepada', 'warga', 'jakarta', 'menjalankan', 'amanah', 'smpai', 'tuntas', 'memimpin', 'ibu', 'kota', 'jakarta', 'apakh', 'itu', 'salah', 'bang', 'kl', 'skrg', 'pak', 'anies', 'berniat', 'membawa', 'perubahan', 'apakh', 'itu', 'juga', 'salah', 'dan', 'tdk', 'beretika', 'bang', 'rekam', 'jejak', 'sdh', 'terbukti', 'beliau', 'menuntaskan', 'amanah', 'memimpin', 'jkt']"
vivacoid anies seorang pemimpin yang memiliki semangat yang luar biasa  terkenal dalam solusinya untuk menghadapi berbagai tantangan,"['vivacoid', 'anies', 'seorang', 'pemimpin', 'yang', 'memiliki', 'semangat', 'yang', 'luar', 'biasa', 'terkenal', 'dalam', 'solusinya', 'untuk', 'menghadapi', 'berbagai', 'tantangan']"
vivacoid anies memiliki kemampuan eksekusi atau implementasi kebijakan yang dilakukan dengan sungguh sungguh untuk mencapai hasil yang diharapkan,"['vivacoid', 'anies', 'memiliki', 'kemampuan', 'eksekusi', 'atau', 'implementasi', 'kebijakan', 'yang', 'dilakukan', 'dengan', 'sungguh', 'sungguh', 'untuk', 'mencapai', 'hasil', 'yang', 'diharapkan']"
vivacoid anies adalah contoh nyata seorang pemimpin yang memiliki semangat yang tak tergoyahkan,"['vivacoid', 'anies', 'adalah', 'contoh', 'nyata', 'seorang', 'pemimpin', 'yang', 'memiliki', 'semangat', 'yang', 'tak', 'tergoyahkan']"
jansen jsp  prabowo analisa mu kalau jujur bkn itu sebenarnya  anda sebenarnya pintar menganalisa tp demi si buah hati menjadi tidak sesuai dengan hati nurani sebenarnya pa wowo sdh emosi tp untuk menahan emosi nya diucapkan lah mas anies mas anies,"['jansen', 'jsp', 'prabowo', 'analisa', 'mu', 'kalau', 'jujur', 'bkn', 'itu', 'sebenarnya', 'anda', 'sebenarnya', 'pintar', 'menganalisa', 'tp', 'demi', 'si', 'buah', 'hati', 'menjadi', 'tidak', 'sesuai', 'dengan', 'hati', 'nurani', 'sebenarnya', 'pa', 'wowo', 'sdh', 'emosi', 'tp', 'untuk', 'menahan', 'emosi', 'nya', 'diucapkan', 'lah', 'mas', 'anies', 'mas', 'anies']"
vivacoid saya menilai anies berhasil menjelaskan permasalahan yang muncul di dalam debat secara konkret,"['vivacoid', 'saya', 'menilai', 'anies', 'berhasil', 'menjelaskan', 'permasalahan', 'yang', 'muncul', 'di', 'dalam', 'debat', 'secara', 'konkret']"
rekomendasi buku anak  untuk anak usia tahun buku full gambar warna bisa buat koleksi  tag  besok senin selasa rabu kamis jumatberkah sabtu malam mingguan malmingan pagi sarapan masih makan siang gacoan anies surabaya gempa olivia hari ibu dana ginting desember,"['rekomendasi', 'buku', 'anak', 'untuk', 'anak', 'usia', 'tahun', 'buku', 'full', 'gambar', 'warna', 'bisa', 'buat', 'koleksi', 'tag', 'besok', 'senin', 'selasa', 'rabu', 'kamis', 'jumatberkah', 'sabtu', 'malam', 'mingguan', 'malmingan', 'pagi', 'sarapan', 'masih', 'makan', 'siang', 'gacoan', 'anies', 'surabaya', 'gempa', 'olivia', 'hari', 'ibu', 'dana', 'ginting', 'desember']"
vivacoid anies adalah sosok yang memiliki tekad luar biasa dalam menghadapi rintangan yang menghadangnya,"['vivacoid', 'anies', 'adalah', 'sosok', 'yang', 'memiliki', 'tekad', 'luar', 'biasa', 'dalam', 'menghadapi', 'rintangan', 'yang', 'menghadangnya']"
vivacoid anies selalu menunjukkan keteguhan dan tekad yang luar biasa dalam mencari solusi untuk mewujudkan visi dan misinya dalam memajukan daerah,"['vivacoid', 'anies', 'selalu', 'menunjukkan', 'keteguhan', 'dan', 'tekad', 'yang', 'luar', 'biasa', 'dalam', 'mencari', 'solusi', 'untuk', 'mewujudkan', 'visi', 'dan', 'misinya', 'dalam', 'memajukan', 'daerah']"
vivacoid pakar komunikasi politik universitas brawijaya verdi firmantoro juga menilai anies sebagai capres yang runut dalam menyampaikan materi debat,"['vivacoid', 'pakar', 'komunikasi', 'politik', 'universitas', 'brawijaya', 'verdi', 'firmantoro', 'juga', 'menilai', 'anies', 'sebagai', 'capres', 'yang', 'runut', 'dalam', 'menyampaikan', 'materi', 'debat']"
vivacoid dengankomitmennya terhadap perbaikan dan pembangunan  anies telah menciptakan landasan untuk masa depan yang lebih baik,"['vivacoid', 'dengan', 'komitmennya', 'terhadap', 'perbaikan', 'dan', 'pembangunan', 'anies', 'telah', 'menciptakan', 'landasan', 'untuk', 'masa', 'depan', 'yang', 'lebih', 'baik']"
andre rosiade takut banget ya da  anies jadi presiden saya yang berdarah sumbar malu juga sama kengototan anda membela prabowo,"['andre', 'rosiade', 'takut', 'banget', 'ya', 'da', 'anies', 'jadi', 'presiden', 'saya', 'yang', 'berdarah', 'sumbar', 'malu', 'juga', 'sama', 'kengototan', 'anda', 'membela', 'prabowo']"
detikcom  detiksumut  ya waktu itu uas sadar  bahwa kita harus pilih sandal jepit atau bakiak  sama buruknya  tapi harus tetap memilih  sekarang ada anies dan ganjar yg lebih punya ide dan gagasan  maka  sandal jepit pun ditinggalkan,"['detikcom', 'detiksumut', 'ya', 'waktu', 'itu', 'uas', 'sadar', 'bahwa', 'kita', 'harus', 'pilih', 'sandal', 'jepit', 'atau', 'bakiak', 'sama', 'buruknya', 'tapi', 'harus', 'tetap', 'memilih', 'sekarang', 'ada', 'anies', 'dan', 'ganjar', 'yg', 'lebih', 'punya', 'ide', 'dan', 'gagasan', 'maka', 'sandal', 'jepit', 'pun', 'ditinggalkan']"
vivacoid setelah melihat debat  saya menilau anies pemimpin yang selalu memiliki solusi dalam menghadapi berbagai rintangan,"['vivacoid', 'setelah', 'melihat', 'debat', 'saya', 'menilau', 'anies', 'pemimpin', 'yang', 'selalu', 'memiliki', 'solusi', 'dalam', 'menghadapi', 'berbagai', 'rintangan']"
vivacoid sangat terlihat dalam debat capres anies baswedan capres yang bisa menjawab pertanyaan dengan jawaban yang memuaskan,"['vivacoid', 'sangat', 'terlihat', 'dalam', 'debat', 'capres', 'anies', 'baswedan', 'capres', 'yang', 'bisa', 'menjawab', 'pertanyaan', 'dengan', 'jawaban', 'yang', 'memuaskan']"
mayapada  gabisa cari kesalahan anies  sampe kesalahan pendukungnya pun dicari ini mo milih presiden atau mo milih pendukungnya,"['mayapada', 'gabisa', 'cari', 'kesalahan', 'anies', 'sampe', 'kesalahan', 'pendukungnya', 'pun', 'dicari', 'ini', 'mo', 'milih', 'presiden', 'atau', 'mo', 'milih', 'pendukungnya']"
semua omongan anies itu ngibul program programnya amburadul jungkook is coming olivia gacoan daesang bangtan debut karina wonbin batter up views,"['semua', 'omongan', 'anies', 'itu', 'ngibul', 'program', 'programnya', 'amburadul', 'jungkook', 'is', 'coming', 'olivia', 'gacoan', 'daesang', 'bangtan', 'debut', 'karina', 'wonbin', 'batter', 'up', 'views']"
vivacoid dalam debat capres  anies baswedan bisa menanggapi pernyataan dengan argumen yang sangat berbobot dan tentunya memuaskan rakyat,"['vivacoid', 'dalam', 'debat', 'capres', 'anies', 'baswedan', 'bisa', 'menanggapi', 'pernyataan', 'dengan', 'argumen', 'yang', 'sangat', 'berbobot', 'dan', 'tentunya', 'memuaskan', 'rakyat']"
kimberley klo ulama  itu tahu jejak digital pak anies waktu wawancara dgn najwa shihab selama pak prabowo nyapres saya tdk akan maju nyapres ternyata waktu debat memojokan pak prabowo mosok sih orang yg ingkar janji gitu akan didukung tak iye,"['kimberley', 'klo', 'ulama', 'itu', 'tahu', 'jejak', 'digital', 'pak', 'anies', 'waktu', 'wawancara', 'dgn', 'najwa', 'shihab', 'selama', 'pak', 'prabowo', 'nyapres', 'saya', 'tdk', 'akan', 'maju', 'nyapres', 'ternyata', 'waktu', 'debat', 'memojokan', 'pak', 'prabowo', 'mosok', 'sih', 'orang', 'yg', 'ingkar', 'janji', 'gitu', 'akan', 'didukung', 'tak', 'iye']"
david irawanrommi  kimberley campaga ajengcute propaganda  tjel up  bank joee ndons back  bengkeldodo itu hanya pendapat dia anggota dpr dr psi jadi pegangan yah wakakaka kamu tnton video fullnya di youtube  justru anies itu dijegal anggarannya makanya tonton youtube sampai selesai,"['david', 'irawanrommi', 'kimberley', 'campaga', 'ajengcute', 'propaganda', 'tjel', 'up', 'bank', 'joee', 'ndons', 'back', 'bengkeldodo', 'itu', 'hanya', 'pendapat', 'dia', 'anggota', 'dpr', 'dr', 'psi', 'jadi', 'pegangan', 'yah', 'wakakaka', 'kamu', 'tnton', 'video', 'fullnya', 'di', 'youtube', 'justru', 'anies', 'itu', 'dijegal', 'anggarannya', 'makanya', 'tonton', 'youtube', 'sampai', 'selesai']"
shereen hasbil lbs  aniesbaswedan anies jago debat tapi juga jago ngeles  kalau ditanya jawabanya mutar spy bisa ngeles  lain yg dikatakan lain yg dikerjakan  dia bajingan pembohong nggak beretika  prabowo yg mengusung dia jadi gubernur  di mata najwa janji nggak mencalonkan diri jk prabowo juga mecalonkan diri,"['shereen', 'hasbil', 'lbs', 'aniesbaswedan', 'anies', 'jago', 'debat', 'tapi', 'juga', 'jago', 'ngeles', 'kalau', 'ditanya', 'jawabanya', 'mutar', 'spy', 'bisa', 'ngeles', 'lain', 'yg', 'dikatakan', 'lain', 'yg', 'dikerjakan', 'dia', 'bajingan', 'pembohong', 'nggak', 'beretika', 'prabowo', 'yg', 'mengusung', 'dia', 'jadi', 'gubernur', 'di', 'mata', 'najwa', 'janji', 'nggak', 'mencalonkan', 'diri', 'jk', 'prabowo', 'juga', 'mecalonkan', 'diri']"
ch chotimah kurawa ahok juga produk prabowo  termasuk anies ,"['ch', 'chotimah', 'kurawa', 'ahok', 'juga', 'produk', 'prabowo', 'termasuk', 'anies']"
msaid didu anies the legend of avathar sang pengendali angin ,"['msaid', 'didu', 'anies', 'the', 'legend', 'of', 'avathar', 'sang', 'pengendali', 'angin']"
ulul albabaya  andika sobat anies  partaisocmed iya  sambil jilatin lubang pantat admin socmed emang otaknya sengklek,"['ulul', 'albabaya', 'andika', 'sobat', 'anies', 'partaisocmed', 'iya', 'sambil', 'jilatin', 'lubang', 'pantat', 'admin', 'socmed', 'emang', 'otaknya', 'sengklek']"
partaisocmed kalo dibalik tanya  pak prabowo bagaimana tanggapan anda terhadap anies dia jawab  sorry ni ye  asumsi  awokwokwok,"['partaisocmed', 'kalo', 'dibalik', 'tanya', 'pak', 'prabowo', 'bagaimana', 'tanggapan', 'anda', 'terhadap', 'anies', 'dia', 'jawab', 'sorry', 'ni', 'ye', 'asumsi', 'awokwokwok']"
anies baswedan  menyebut prabowo tak tahan menjadi oposisi pemerintah  pernyataan yang terlontar saat debat perdana capres itu dibantah oleh partai gerindra,"['anies', 'baswedan', 'menyebut', 'prabowo', 'tak', 'tahan', 'menjadi', 'oposisi', 'pemerintah', 'pernyataan', 'yang', 'terlontar', 'saat', 'debat', 'perdana', 'capres', 'itu', 'dibantah', 'oleh', 'partai', 'gerindra']"
anies sindir prabowo tak tahan jadi oposisi  nusron wahid  demi rekonsiliasi nasional,"['anies', 'sindir', 'prabowo', 'tak', 'tahan', 'jadi', 'oposisi', 'nusron', 'wahid', 'demi', 'rekonsiliasi', 'nasional']"
resmi dapat dukungan uas dan hrs  ini pakta integritas yang harus dilaksanakan anies baswedan,"['resmi', 'dapat', 'dukungan', 'uas', 'dan', 'hrs', 'ini', 'pakta', 'integritas', 'yang', 'harus', 'dilaksanakan', 'anies', 'baswedan']"
sehari setelah debat  capres no urut anies baswedan mengunjungi ustadz abdul somad  di riau  adapun capres nomor urut prabowo subianto  bernyanyi dan berjoget bersama para alumni akmil  dan presiden ri ke susilo bambang yudhoyono,"['sehari', 'setelah', 'debat', 'capres', 'no', 'urut', 'anies', 'baswedan', 'mengunjungi', 'ustadz', 'abdul', 'somad', 'di', 'riau', 'adapun', 'capres', 'nomor', 'urut', 'prabowo', 'subianto', 'bernyanyi', 'dan', 'berjoget', 'bersama', 'para', 'alumni', 'akmil', 'dan', 'presiden', 'ri', 'ke', 'susilo', 'bambang', 'yudhoyono']"
andre rosiade ini antara anies ama wowo emang sama sama bego apa gimana ya  bimays menolak lupa,"['andre', 'rosiade', 'ini', 'antara', 'anies', 'ama', 'wowo', 'emang', 'sama', 'sama', 'bego', 'apa', 'gimana', 'ya', 'bimays', 'menolak', 'lupa']"
serangan baliknya anies  strike,"['serangan', 'baliknya', 'anies', 'strike']"
abraham samad menggugat jika prabowo terpilih jd presiden kelleher olivia anies adidas daesang gacoan surabaya pagii gempa ginting dana brighton moldova molly pilihan terbaik first lady,"['abraham', 'samad', 'menggugat', 'jika', 'prabowo', 'terpilih', 'jd', 'presiden', 'kelleher', 'olivia', 'anies', 'adidas', 'daesang', 'gacoan', 'surabaya', 'pagii', 'gempa', 'ginting', 'dana', 'brighton', 'moldova', 'molly', 'pilihan', 'terbaik', 'first', 'lady']"
tvonenews biasa buzzer mahh  kalo gak nemu kelemahan anies  akhirnya bikin  hasutan  kalo engga ya gak makan,"['tvonenews', 'biasa', 'buzzer', 'mahh', 'kalo', 'gak', 'nemu', 'kelemahan', 'anies', 'akhirnya', 'bikin', 'hasutan', 'kalo', 'engga', 'ya', 'gak', 'makan']"
are inismyname propaganda  bengkeldodo  ndons back  adri andreassolusi  mpoklela florieliciouss  kimberley bank joee bangsaygsujud ibarat pertandingan sepak bola  suporter yang kalah pasti kecewa ngomel tidak bahagia dan mencari cari kesalahan musuh itulah yang dialami kubu prabowo dan ganjar hanya pendukung team anies yng bahagia saat ini,"['are', 'inismyname', 'propaganda', 'bengkeldodo', 'ndons', 'back', 'adri', 'andreassolusi', 'mpoklela', 'florieliciouss', 'kimberley', 'bank', 'joee', 'bangsaygsujud', 'ibarat', 'pertandingan', 'sepak', 'bola', 'suporter', 'yang', 'kalah', 'pasti', 'kecewa', 'ngomel', 'tidak', 'bahagia', 'dan', 'mencari', 'cari', 'kesalahan', 'musuh', 'itulah', 'yang', 'dialami', 'kubu', 'prabowo', 'dan', 'ganjar', 'hanya', 'pendukung', 'team', 'anies', 'yng', 'bahagia', 'saat', 'ini']"
menghanyurkan ini genuinely nanya misal aku pilih anies muhaimin  tp aku ga pilih legislatif dari pks  nasdem dll nya karena contoh pks dan ruu nya yg problematik gitu gimana,"['menghanyurkan', 'ini', 'genuinely', 'nanya', 'misal', 'aku', 'pilih', 'anies', 'muhaimin', 'tp', 'aku', 'ga', 'pilih', 'legislatif', 'dari', 'pks', 'nasdem', 'dll', 'nya', 'karena', 'contoh', 'pks', 'dan', 'ruu', 'nya', 'yg', 'problematik', 'gitu', 'gimana']"
kimberley jelas tak level lah mbak pak anies tuh capres  sedangkan bang fahri cuman juru bicara  kl  yg buat tweet tuh pak prabowo baru tuh selevel dgn pak anies sama  capres cerdas dikit dan berhusnudzon napa siih mbak kata nya pilpres hrs gembira lupa yaa  gemoy,"['kimberley', 'jelas', 'tak', 'level', 'lah', 'mbak', 'pak', 'anies', 'tuh', 'capres', 'sedangkan', 'bang', 'fahri', 'cuman', 'juru', 'bicara', 'kl', 'yg', 'buat', 'tweet', 'tuh', 'pak', 'prabowo', 'baru', 'tuh', 'selevel', 'dgn', 'pak', 'anies', 'sama', 'capres', 'cerdas', 'dikit', 'dan', 'berhusnudzon', 'napa', 'siih', 'mbak', 'kata', 'nya', 'pilpres', 'hrs', 'gembira', 'lupa', 'yaa', 'gemoy']"
anies dengan angkuh ingin menegakan hukum  padahal kepada para pendukungnya bermasalah tidak berani tego gacoan olivia jill biden daesang gempa adidas surabaya batter up views pilihan terbaik melania bangtan debut,"['anies', 'dengan', 'angkuh', 'ingin', 'menegakan', 'hukum', 'padahal', 'kepada', 'para', 'pendukungnya', 'bermasalah', 'tidak', 'berani', 'tego', 'gacoan', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilihan', 'terbaik', 'melania', 'bangtan', 'debut']"
bobby risakotta mm  kayaknya anda ngga yakin nih sama kualitas capres yg anda dukung  sehingga butuh bawa  nama orang lain yg menurut delusi anda lebih baik dari anies  wake up bro  ikhlaskan hati untuk kebaikan indonesia seluruhnya  biarkan yg terbaik yg terpilih,"['bobby', 'risakotta', 'mm', 'kayaknya', 'anda', 'ngga', 'yakin', 'nih', 'sama', 'kualitas', 'capres', 'yg', 'anda', 'dukung', 'sehingga', 'butuh', 'bawa', 'nama', 'orang', 'lain', 'yg', 'menurut', 'delusi', 'anda', 'lebih', 'baik', 'dari', 'anies', 'wake', 'up', 'bro', 'ikhlaskan', 'hati', 'untuk', 'kebaikan', 'indonesia', 'seluruhnya', 'biarkan', 'yg', 'terbaik', 'yg', 'terpilih']"
anies sosok capres yang tidak memiliki adab kepada orang yang lebih tua gacoan olivia jill biden daesang gempa adidas surabaya batter up views pilihan terbaik melania bangtan debut,"['anies', 'sosok', 'capres', 'yang', 'tidak', 'memiliki', 'adab', 'kepada', 'orang', 'yang', 'lebih', 'tua', 'gacoan', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilihan', 'terbaik', 'melania', 'bangtan', 'debut']"
softwarnews macam serangan prabowo ke anies lalu anies nampol balik prabowo woi  ,"['softwarnews', 'macam', 'serangan', 'prabowo', 'ke', 'anies', 'lalu', 'anies', 'nampol', 'balik', 'prabowo', 'woi']"
kantaldkintil  bukanasamgaram tapi yg terjadi anggota mrk yg terbunuh kan orang  udah terbunuh ga dapet jabatan  anies ga nolong  klo mrk mau nyoblos dukung itu cm hak warga negara  mau golput jg hak mrk  selama mrk bukan genocide supporters or genocide actors  dan gak dikasih jabatan mrk ga bsa berbuat ap,"['kantaldkintil', 'bukanasamgaram', 'tapi', 'yg', 'terjadi', 'anggota', 'mrk', 'yg', 'terbunuh', 'kan', 'orang', 'udah', 'terbunuh', 'ga', 'dapet', 'jabatan', 'anies', 'ga', 'nolong', 'klo', 'mrk', 'mau', 'nyoblos', 'dukung', 'itu', 'cm', 'hak', 'warga', 'negara', 'mau', 'golput', 'jg', 'hak', 'mrk', 'selama', 'mrk', 'bukan', 'genocide', 'supporters', 'or', 'genocide', 'actors', 'dan', 'gak', 'dikasih', 'jabatan', 'mrk', 'ga', 'bsa', 'berbuat', 'ap']"
anies selalu terjebak dalam asumsi pribadi tanpa adanya dukungan bukti dan fakta gacoan olivia jill biden daesang gempa adidas surabaya batter up views pilihan terbaik melania bangtan debut,"['anies', 'selalu', 'terjebak', 'dalam', 'asumsi', 'pribadi', 'tanpa', 'adanya', 'dukungan', 'bukti', 'dan', 'fakta', 'gacoan', 'olivia', 'jill', 'biden', 'daesang', 'gempa', 'adidas', 'surabaya', 'batter', 'up', 'views', 'pilihan', 'terbaik', 'melania', 'bangtan', 'debut']"
sujarmufc  dandhy laksono ga ada yg peduli org  di km  itu pemuja riziq soalnya  ga usah menurunkan suara anies dgn org  kaya riziq dan pengikutnya,"['sujarmufc', 'dandhy', 'laksono', 'ga', 'ada', 'yg', 'peduli', 'org', 'di', 'km', 'itu', 'pemuja', 'riziq', 'soalnya', 'ga', 'usah', 'menurunkan', 'suara', 'anies', 'dgn', 'org', 'kaya', 'riziq', 'dan', 'pengikutnya']"
