formalization,stopword_removal
"['video', 'mesra', 'keluarga', 'mas', 'ganjar', 'beri', 'harap', 'bahwa', 'di', 'tangan', 'mereka', 'indonesia', 'akan', 'jadi', 'tempat', 'yang', 'lebih', 'hangat', 'dan', 'daya', 'tha', 'saja', 'gp', 'presiden']",video mesra keluarga mas ganjar harap tangan indonesia hangat daya tha gp presiden
"['ganjar', 'pranowo', 'contoh', 'pimpin', 'yang', 'milik', 'cerdas', 'emosional', 'dan', 'bijaksana', 'dalam', 'pimpin', 'keluarga', 'dan', 'negara', 'elianajuli', 'gp', 'presiden']",ganjar pranowo contoh pimpin milik cerdas emosional bijaksana pimpin keluarga negara elianajuli gp presiden
"['deddysitorus', 'seperti', 'yang', 'sampai', 'bung', 'burhandin', 'survey', 'ini', 'laku', 'bulan', 'juli', 'sampai', 'september', 'di', 'provinsi', 'dan', 'saat', 'itu', 'hampir', 'di', 'semua', 'survey', 'ganjar', 'menang']",deddysitorus burhandin survey laku juli september provinsi survey ganjar menang
"['ganjar', 'pranowo', 'hangat', 'keluarga', 'jadi', 'cermin', 'dari', 'pimpin', 'yang', 'ramah', 'dan', 'dekat', 'dengan', 'rakyat', 'kisseokjinkim', 'gp', 'presiden']",ganjar pranowo hangat keluarga cermin pimpin ramah rakyat kisseokjinkim gp presiden
"['akrab', 'dan', 'peduli', 'mas', 'ganjar', 'pranowo', 'hadap', 'keluarga', 'adalah', 'cermin', 'dari', 'pimpin', 'yang', 'tidak_hanya', 'tanggung', 'jawab', 'pada', 'kerja', 'tetapi', 'juga', 'pada', 'hidup', 'pribadi', 'takeitslowhoney', 'gp', 'presiden']",akrab peduli mas ganjar pranowo hadap keluarga cermin pimpin tidak hanya tanggung kerja hidup pribadi takeitslowhoney gp presiden
"['akrab', 'keluarga', 'ganjar', 'adalah', 'cermin', 'pimpin', 'yang', 'inklusif', 'dan', 'peduli', 'hadap', 'penting', 'masyarakat', 'valdaasn', 'gp', 'presiden']",akrab keluarga ganjar cermin pimpin inklusif peduli hadap masyarakat valdaasn gp presiden
"['dukung', 'tanpa', 'batas', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'mereka', 'adalah', 'harap', 'baru', 'untuk', 'jatim', 'yang', 'lebih', 'baik', 'sapilautbetinaa', 'gp', 'presiden']",dukung batas mas ganjar pranowo mahfud md harap jatim sapilautbetinaa gp presiden
"['dukung', 'saya', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'moga', 'visi', 'dan', 'misi', 'mereka', 'cipta', 'dampak', 'positif', 'yang', 'besar', 'lvy', 'gp', 'presiden']",dukung mas ganjar pranowo mahfud md moga visi misi cipta dampak positif lvy gp presiden
"['pimpin', 'yang', 'peduli', 'hadap', 'keluarga', 'juga', 'akan', 'peduli', 'hadap', 'sejahtera', 'rakyat', 'itu', 'yang', 'saya', 'lihat', 'pada', 'mas', 'ganjar', 'pranowo', 'vidiarariyudo', 'gp', 'presiden']",pimpin peduli hadap keluarga peduli hadap sejahtera rakyat lihat mas ganjar pranowo vidiarariyudo gp presiden
"['tertawa', 'sama', 'fanboy', 'ganjar', 'satu', 'ini', 'kenapa', 'si', 'klean', 'hobi', 'upload', 'sesuatu', 'yang', 'lewat', 'pollingnya', 'juli', 'september', 'sekali', 'survey', 'awal', 'tahun', 'saja', 'pas', 'ganjar', 'no', 'banyak', 'polster', 'lokal']",tertawa fanboy ganjar si klean hobi upload pollingnya juli september survey pas ganjar no polster lokal
"['mahfud', 'md', 'moga', 'sinergi', 'dengan', 'ganjar', 'pranowo', 'lahir', 'pimpin', 'yang', 'adil', 'dan', 'adil', 'sukapisangk', 'gp', 'presiden']",mahfud md moga sinergi ganjar pranowo lahir pimpin adil adil sukapisangk gp presiden
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'hangat', 'keluarga', 'kalian', 'adalah', 'cermin', 'hangat', 'yang', 'harap', 'di', 'tiap', 'sudut', 'jakarta', 'daisylittle', 'gp', 'presiden']",ganjar pranowo mahfud md hangat keluarga cermin hangat harap sudut jakarta daisylittle gp presiden
"['mahfud', 'md', 'ke', 'ciamis', 'janji', 'program', 'insentif', 'guru', 'madrasah', 'dan', 'marbot', 'masjid', 'pasang', 'capres', 'cawapres', 'ganjar', 'mahfud', 'md', 'klaim', 'bakal', 'prioritas', 'program', 'beri', 'insentif', 'untuk', 'sejahtera', 'guru', 'madrasah', 'dan', 'marbot']",mahfud md ciamis janji program insentif guru madrasah marbot masjid pasang capres cawapres ganjar mahfud md klaim prioritas program insentif sejahtera guru madrasah marbot
"['sama', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'adalah', 'fondasi', 'utama', 'yang', 'dapat', 'bawa', 'harmonis', 'ke', 'dalam', 'pimpin', 'negara', 'duhapayahm', 'gp', 'presiden']",ganjar pranowo keluarga fondasi utama bawa harmonis pimpin negara duhapayahm gp presiden
"['mesra', 'keluarga', 'ganjar', 'adalah', 'cermin', 'nyata', 'bahwa', 'pimpin', 'yang', 'baik', 'adalah', 'yang', 'paham', 'nilai', 'nilai', 'keluarga', 'tippanijjang', 'gp', 'presiden']",mesra keluarga ganjar cermin nyata pimpin paham nilai nilai keluarga tippanijjang gp presiden
"['detikcom', 'ganjar', 'pranowo', 'cermin', 'sikap', 'progresif', 'dalam', 'tangan', 'isu', 'isu', 'tani', 'khusus', 'kait', 'pupuk']",detikcom ganjar pranowo cermin sikap progresif tangan isu isu tani khusus kait pupuk
"['dekat', 'mas', 'ganjar', 'dengan', 'keluarga', 'gambar', 'bahwa', 'hasil', 'orang', 'pimpin', 'mulai', 'dari', 'bahagia', 'di', 'dalam', 'rumah', 'tangga', 'lanjur', 'dalam', 'gp', 'presiden']",mas ganjar keluarga gambar hasil orang pimpin bahagia rumah tangga lanjur gp presiden
"['video', 'mesra', 'ganjar', 'pranowo', 'jadi', 'pesan', 'bahwa', 'bijaksana', 'dalam', 'keluarga', 'dapat', 'rembes', 'ke', 'dalam', 'bijaksana', 'dalam', 'perintah', 'dakiuki', 'gp', 'presiden']",video mesra ganjar pranowo pesan bijaksana keluarga rembes bijaksana perintah dakiuki gp presiden
"['sukses', 'selalu', 'untuk', 'mas', 'ganjar', 'pranowo', 'moga', 'hangat', 'keluarga', 'bawa', 'semangat', 'positif', 'untuk', 'seluruh', 'masyarakat', 'jatim', 'santi', 'gp', 'presiden']",sukses mas ganjar pranowo moga hangat keluarga bawa semangat positif masyarakat jatim santi gp presiden
"['ganjar', 'pranowo', 'dan', 'atikoh', 'bangun', 'fondasi', 'keluarga', 'yang', 'sehat', 'jadi', 'modal', 'kuat', 'bagi', 'pimpin', 'yang', 'sukses', 'deeane', 'gp', 'presiden']",ganjar pranowo atikoh bangun fondasi keluarga sehat modal kuat pimpin sukses deeane gp presiden
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'kita', 'harap', 'agar', 'kalian', 'dapat', 'bawa', 'jakarta', 'tuju', 'masa', 'depan', 'yang', 'lebih', 'cerah', 'dandan', 'dan', 'gp', 'presiden']",ganjar pranowo mahfud md harap bawa jakarta tuju cerah dandan gp presiden
"['keluarga', 'yang', 'harmonis', 'adalah', 'aset', 'harga', 'dan', 'mas', 'ganjar', 'telah', 'bukti', 'bahwa', 'dia', 'bisa', 'jaga', 'harmonis', 'dalam', 'segala', 'hal', 'tianschaos', 'gp', 'presiden']",keluarga harmonis aset harga mas ganjar bukti jaga harmonis tianschaos gp presiden
"['sama', 'keluarga', 'yang', 'harmonis', 'mas', 'ganjar', 'bukti', 'bahwa', 'pimpin', 'mulai', 'dari', 'rumah', 'moga', 'terus', 'jadi', 'teladan', 'untuk', 'kita', 'semua', 'timunsedih', 'gp', 'presiden']",keluarga harmonis mas ganjar bukti pimpin rumah moga teladan timunsedih gp presiden
"['akrab', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'tunjuk', 'bahwa', 'dia', 'adalah', 'pimpin', 'yang', 'tidak_hanya', 'bicara', 'tapi', 'juga', 'tindak', 'nyata', 'akkazh', 'gp', 'presiden']",akrab ganjar pranowo keluarga pimpin tidak hanya bicara tindak nyata akkazh gp presiden
"['ganjar', 'dan', 'mahfud', 'bawa', 'angin', 'segar', 'untuk', 'politik', 'jakarta', 'dengan', 'bawa', 'nilai', 'nilai', 'keluarga', 'yang', 'positif', 'awkward', 'anna', 'gp', 'presiden']",ganjar mahfud bawa angin segar politik jakarta bawa nilai nilai keluarga positif awkward anna gp presiden
"['mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'adalah', 'contoh', 'nyata', 'bahwa', 'pimpin', 'yang', 'baik', 'adalah', 'hasil', 'dari', 'nilai', 'nilai', 'keluarga', 'yang', 'solid', 'rudi', 'saputra', 'gp', 'presiden']",mas ganjar pranowo mahfud md contoh nyata pimpin hasil nilai nilai keluarga solid rudi saputra gp presiden
"['jokingoding', 'ethadisaputra', 'tugase', 'ganjar', 'iya', 'layan', 'rakyat', 'jateng', 'lah', 'daerah', 'liane', 'iya', 'entuk', 'layan', 'lah', 'mbok', 'kiro', 'semarang', 'tok', 'wae', 'gawean', 'ganjar', 'gubernur', 'mu', 'kui', 'sing', 'luwih', 'aneh']",jokingoding ethadisaputra tugase ganjar iya layan rakyat jateng daerah liane iya entuk layan mbok kiro semarang tok wae gawean ganjar gubernur mu kui sing luwih aneh
"['pimpin', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'adalah', 'jawab', 'atas', 'butuh', 'masyarakat', 'akan', 'pimpin', 'yang', 'dapat', 'satu', 'dan', 'daya', 'sia', 'nidaa', 'gp', 'presiden']",pimpin mas ganjar pranowo mahfud md butuh masyarakat pimpin daya sia nidaa gp presiden
"['sukses', 'selalu', 'untuk', 'ganjar', 'pranowo', 'moga', 'pimpin', 'selalu', 'warna', 'oleh', 'bijaksana', 'dan', 'cerdas', 'darmanpride', 'gp', 'presiden']",sukses ganjar pranowo moga pimpin warna bijaksana cerdas darmanpride gp presiden
"['selaras', 'dalam', 'keluarga', 'ganjar', 'pranowo', 'jadi', 'cermin', 'matang', 'dan', 'arif', 'dalam', 'pimpin', 'negara', 'txtdari', 'gp', 'presiden']",selaras keluarga ganjar pranowo cermin matang arif pimpin negara txtdari gp presiden
"['dantsus', 'terus', 'saja', 'kalau', 'saya', 'sih', 'yakin', 'pak', 'ganjar', 'bersih']",dantsus sih ganjar bersih
"['sukses', 'selalu', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'moga', 'langkah', 'mereka', 'bawa', 'maju', 'bagi', 'jatim', 'sujakpendik', 'gp', 'presiden']",sukses mas ganjar pranowo mahfud md moga langkah bawa maju jatim sujakpendik gp presiden
"['mesra', 'keluarga', 'ganjar', 'pranowo', 'jadi', 'nilai', 'tambah', 'dalam', 'dukung', 'pimpin', 'yang', 'adil', 'dan', 'pihak', 'pada', 'rakyat', 'darren', 'dolken', 'gp', 'presiden']",mesra keluarga ganjar pranowo nilai dukung pimpin adil rakyat darren dolken gp presiden
"['mas', 'ganjar', 'dan', 'keluarga', 'adalah', 'gambar', 'hidup', 'bahwa', 'orang', 'pimpin', 'harus', 'milik', 'peduli', 'yang', 'tinggi', 'hadap', 'lingkung', 'dan', 'keluarga', 'lutu', 'gp', 'presiden']",mas ganjar keluarga gambar hidup orang pimpin milik peduli hadap lingkung keluarga lutu gp presiden
"['ganjar', 'pranowo', 'tunjuk', 'bahwa', 'dedikasi', 'hadap', 'keluarga', 'adalah', 'cermin', 'dari', 'dedikasi', 'hadap', 'bangsa', 'dan', 'negara', 'sabighohfara', 'gp', 'presiden']",ganjar pranowo dedikasi hadap keluarga cermin dedikasi hadap bangsa negara sabighohfara gp presiden
"['ganjar', 'pranowo', 'nyata', 'akan', 'evaluasi', 'undang', 'undang', 'omnibus', 'law', 'cipta', 'kerja', 'yang', 'dapat', 'kritik', 'dari', 'kalang', 'buruh', 'hal', 'sebut', 'ganjar', 'sampai', 'usai', 'hadir', 'acara', 'konsolidasi', 'umkm', 'di', 'gedung', 'guru', 'kabupaten', 'bekas', 'kamis']",ganjar pranowo nyata evaluasi undang undang omnibus law cipta kerja kritik kalang buruh ganjar hadir acara konsolidasi umkm gedung guru kabupaten bekas kamis
"['moga', 'ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'dapat', 'wujud', 'visi', 'mereka', 'untuk', 'jadi', 'jakarta', 'lebih', 'sejahtera', 'dan', 'adil', 'dumbpap', 'gp', 'presiden']",moga ganjar pranowo mahfud md wujud visi jakarta sejahtera adil dumbpap gp presiden
"['warga', 'jatim', 'bangga', 'milik', 'pimpin', 'seperti', 'mas', 'ganjar', 'pranowo', 'yang', 'tidak_hanya', 'peduli', 'pada', 'rakyat', 'tetapi', 'juga', 'beri', 'teladan', 'positif', 'dalam', 'hidup', 'pribadi', 'tammarchelle', 'gp', 'presiden']",warga jatim bangga milik pimpin mas ganjar pranowo tidak hanya peduli rakyat teladan positif hidup pribadi tammarchelle gp presiden
"['mesra', 'keluarga', 'pak', 'ganjar', 'ingat', 'kita', 'akan', 'penting', 'cipta', 'hubung', 'yang', 'erat', 'di', 'tengah', 'sibuk', 'asyomasyow', 'gp', 'presiden']",mesra keluarga ganjar cipta hubung erat sibuk asyomasyow gp presiden
"['akrab', 'ganjar', 'dengan', 'keluarga', 'beri', 'yakin', 'bahwa', 'pimpin', 'nasional', 'bisa', 'jalan', 'dengan', 'hati', 'titiselija', 'gp', 'presiden']",akrab ganjar keluarga pimpin nasional jalan hati titiselija gp presiden
"['dekat', 'keluarga', 'mas', 'ganjar', 'pranowo', 'tidak_hanya', 'bagai', 'contoh', 'dalam', 'ranah', 'pribadi', 'tetapi', 'juga', 'bagai', 'inspirasi', 'dalam', 'dunia', 'pimpin', 'seblakpdsbgt', 'gp', 'presiden']",keluarga mas ganjar pranowo tidak hanya contoh ranah pribadi inspirasi dunia pimpin seblakpdsbgt gp presiden
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'pimpin', 'yang', 'tidak_hanya', 'pandai', 'bicara', 'tapi', 'juga', 'pandai', 'dengar', 'urpuddypuddy', 'gp', 'presiden']",ganjar pranowo mahfud md pimpin tidak hanya pandai bicara pandai dengar urpuddypuddy gp presiden
"['ganjar', 'pranowo', 'dengan', 'bijak', 'profesional', 'bersih', 'lingkung', 'harap', 'bisa', 'jaga', 'indah', 'alam', 'indonesia', 'cshrosie', 'gp', 'presiden']",ganjar pranowo bijak profesional bersih lingkung harap jaga indah alam indonesia cshrosie gp presiden
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'moga', 'visi', 'dan', 'misi', 'kalian', 'bawa', 'ubah', 'positif', 'yang', 'signifikan', 'untuk', 'jakarta', 'dandelions', 'gp', 'presiden']",ganjar pranowo mahfud md moga visi misi bawa ubah positif signifikan jakarta dandelions gp presiden
"['harmonis', 'keluarga', 'ganjar', 'ingat', 'kita', 'akan', 'penting', 'prioritas', 'hubung', 'keluarga', 'di', 'tengah', 'sibuk', 'urfuturemate', 'gp', 'presiden']",harmonis keluarga ganjar prioritas hubung keluarga sibuk urfuturemate gp presiden
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'tidak_hanya', 'pimpin', 'yang', 'pintar', 'dalam', 'bijak', 'tetapi', 'juga', 'dalam', 'pelihara', 'hubung', 'keluarga', 'yang', 'erat', 'afzulkarnaiin', 'gp', 'presiden']",ganjar pranowo mahfud md tidak hanya pimpin pintar bijak pelihara hubung keluarga erat afzulkarnaiin gp presiden
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'pasang', 'yang', 'janji', 'dekat', 'dan', 'ceria', 'di', 'tengah', 'politik', 'yang', 'keras', 'bayu', 'zulkarnaen', 'gp', 'presiden']",ganjar pranowo mahfud md pasang janji ceria politik keras bayu zulkarnaen gp presiden
"['dukung', 'penuh', 'untuk', 'mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'moga', 'visi', 'dan', 'misi', 'mereka', 'cipta', 'jatim', 'yang', 'lebih', 'makmur', 'dan', 'adil', 'trblemaker', 'gp', 'presiden']",dukung penuh mas ganjar pranowo mahfud md moga visi misi cipta jatim makmur adil trblemaker gp presiden
"['akrab', 'mas', 'ganjar', 'dengan', 'keluarga', 'harap', 'untuk', 'perintah', 'yang', 'dengar', 'dan', 'respons', 'butuh', 'rakyat', 'thi', 'oni', 'gp', 'presiden']",akrab mas ganjar keluarga harap perintah dengar respons butuh rakyat thi oni gp presiden
"['warga', 'dki', 'jakarta', 'dukung', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'karena', 'lihat', 'potensi', 'mereka', 'untuk', 'bawa', 'ubah', 'yang', 'positif', 'dedeemesh', 'gp', 'presiden']",warga dki jakarta dukung ganjar pranowo mahfud md lihat potensi bawa ubah positif dedeemesh gp presiden
"['pak', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'moga', 'energi', 'positif', 'dari', 'sama', 'keluarga', 'bisa', 'inspirasi', 'pimpin', 'mereka', 'di', 'jakarta', 'beritagambir', 'gp', 'presiden']",ganjar pranowo mahfud md moga energi positif keluarga inspirasi pimpin jakarta beritagambir gp presiden
"['akrab', 'ganjar', 'pranowo', 'dengan', 'alam', 'sekitar', 'cermin', 'sadar', 'akan', 'penting', 'lanjut', 'lingkung', 'txtdariibay', 'gp', 'presiden']",akrab ganjar pranowo alam cermin sadar lingkung txtdariibay gp presiden
"['ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'harap', 'besar', 'agar', 'harmonis', 'keluarga', 'jadi', 'dasar', 'kuat', 'dalam', 'pimpin', 'negara', 'gp', 'presiden']",ganjar pranowo mahfud md harap harmonis keluarga dasar kuat pimpin negara gp presiden
"['harmonis', 'keluarga', 'mas', 'ganjar', 'pranowo', 'adalah', 'inspirasi', 'untuk', 'pilih', 'pimpin', 'yang', 'dekat', 'dengan', 'rakyat', 'dan', 'nilai', 'nilai', 'keluarga', 'rumirumyy', 'gp', 'presiden']",harmonis keluarga mas ganjar pranowo inspirasi pilih pimpin rakyat nilai nilai keluarga rumirumyy gp presiden
"['ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'harap', 'bawa', 'transformasi', 'positif', 'dalam', 'pimpin', 'iring', 'dengan', 'dekat', 'ganjar', 'dengan', 'keluarga', 'abcdefirja', 'gp', 'presiden']",ganjar pranowo mahfud md harap bawa transformasi positif pimpin iring ganjar keluarga abcdefirja gp presiden
"['tvonenews', 'kalau', 'tvone', 'prabowo', 'metro', 'anies', 'cnn', 'mungkin', 'ganjar']",tvonenews tvone prabowo metro anies cnn ganjar
"['sukses', 'mas', 'ganjar', 'pranowo', 'dalam', 'bangun', 'keluarga', 'yang', 'solid', 'adalah', 'fondasi', 'yang', 'kokoh', 'untuk', 'pimpin', 'bangsa', 'vinnyalfian', 'gp', 'presiden']",sukses mas ganjar pranowo bangun keluarga solid fondasi kokoh pimpin bangsa vinnyalfian gp presiden
"['semangat', 'terus', 'mas', 'ganjar', 'pranowo', 'hasil', 'keluarga', 'anda', 'adalah', 'cermin', 'dari', 'pimpin', 'yang', 'baik', 'dan', 'tanggung', 'jawab', 'taqizamri', 'gp', 'presiden']",semangat mas ganjar pranowo hasil keluarga cermin pimpin tanggung taqizamri gp presiden
"['mas', 'ganjar', 'dan', 'pak', 'mahfud', 'adalah', 'solusi', 'yang', 'tepat', 'untuk', 'bawa', 'ubah', 'positif', 'dan', 'sejahtera', 'untuk', 'jakarta', 'hu', 'gp', 'presiden']",mas ganjar mahfud solusi bawa ubah positif sejahtera jakarta hu gp presiden
"['sukses', 'terus', 'untuk', 'ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'jakarta', 'siap', 'untuk', 'ubah', 'yang', 'lebih', 'baik', 'dipoidham', 'gp', 'presiden']",sukses ganjar pranowo mahfud md jakarta ubah dipoidham gp presiden
"['akrab', 'keluarga', 'ganjar', 'pranowo', 'gugah', 'semangat', 'nasionalisme', 'moga', 'semangat', 'sama', 'ini', 'sebar', 'luas', 'di', 'tengah', 'tengah', 'masyarakat', 'syaefullohreza', 'gp', 'presiden']",akrab keluarga ganjar pranowo gugah semangat nasionalisme moga semangat sebar luas masyarakat syaefullohreza gp presiden
"['dekat', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'gambar', 'pimpin', 'yang', 'perhati', 'butuh', 'masyarakat', 'cara', 'seluruh', 'tvxq', 'gp', 'presiden']",ganjar pranowo keluarga gambar pimpin perhati butuh masyarakat tvxq gp presiden
"['sejak', 'dari', 'anggota', 'dpr', 'ri', 'ganjar', 'selalu', 'konsen', 'pada', 'perempuan', 'indonesia', 'dukung', 'gizi', 'untuk', 'ibu', 'hamil', '', 'amp', 'susu', 'daya', 'lewat', 'program', 'kartini', 'maju', 'anti', 'keras', 'bas', 'gender', 'banyak', 'tempat', 'titip', 'anak']",anggota dpr ri ganjar konsen perempuan indonesia dukung gizi hamil  amp susu daya program kartini maju anti keras bas gender titip anak
"['sama', 'mas', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'bukti', 'bahwa', 'beliau', 'tidak_hanya', 'cipta', 'hasil', 'di', 'ranah', 'publik', 'tetapi', 'juga', 'dalam', 'ranah', 'pribadi', 'vienoqio', 'gp', 'presiden']",mas ganjar pranowo keluarga bukti beliau tidak hanya cipta hasil ranah publik ranah pribadi vienoqio gp presiden
"['sifat', 'rendah', 'hati', 'ganjar', 'pranowo', 'cipta', 'suasana', 'pimpin', 'yang', 'buka', 'dan', 'responsif', 'billijae', 'gp', 'presiden']",sifat rendah hati ganjar pranowo cipta suasana pimpin buka responsif billijae gp presiden
"['moga', 'bijak', 'bijak', 'mas', 'ganjar', 'pranowo', 'bawa', 'manfaat', 'yang', 'nyata', 'bagi', 'rakyat', 'jatim', 'dukung', 'penuh', 'untuk', 'beliau', 'dan', 'pak', 'mahfud', 'md', 'toolo', 'gp', 'presiden']",moga bijak bijak mas ganjar pranowo bawa manfaat nyata rakyat jatim dukung penuh beliau mahfud md toolo gp presiden
"['keluarga', 'yang', 'penuh', 'cinta', 'seperti', 'keluarga', 'ganjar', 'pranowo', 'adalah', 'cermin', 'bahwa', 'cinta', 'dapat', 'jadi', 'dorong', 'utama', 'sukses', 'senengmain', 'gp', 'presiden']",keluarga penuh cinta keluarga ganjar pranowo cermin cinta dorong utama sukses senengmain gp presiden
"['mas', 'ganjar', 'dan', 'pak', 'mahfud', 'adalah', 'kombinasi', 'yang', 'sempurna', 'untuk', 'pimpin', 'jakarta', 'ke', 'arah', 'lanjut', 'dan', 'sejahtera', 'azzourea', 'gp', 'presiden']",mas ganjar mahfud kombinasi sempurna pimpin jakarta arah sejahtera azzourea gp presiden
"['mas', 'ganjar', 'pranowo', 'dan', 'pak', 'mahfud', 'md', 'doa', 'kami', 'serta', 'langkah', 'langkah', 'besar', 'kalian', 'pimpin', 'jatim', 'shinybrightyy', 'gp', 'presiden']",mas ganjar pranowo mahfud md doa langkah langkah pimpin jatim shinybrightyy gp presiden
"['harmonis', 'keluarga', 'ganjar', 'pranowo', 'gambar', 'bahwa', 'hasil', 'tidak_hanya', 'ukur', 'dari', 'karier', 'tetapi', 'juga', 'dari', 'hidup', 'pribadi', 'starroving', 'gp', 'presiden']",harmonis keluarga ganjar pranowo gambar hasil tidak hanya ukur karier hidup pribadi starroving gp presiden
"['mesra', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'beri', 'yakin', 'bahwa', 'pimpin', 'yang', 'tulus', 'akan', 'bawa', 'dampak', 'positif', 'bagi', 'seluruh', 'masyarakat', 'sentimenpositif', 'gp', 'presiden']",mesra ganjar pranowo keluarga pimpin tulus bawa dampak positif masyarakat sentimenpositif gp presiden
"['lihat', 'video', 'mesra', 'keluarga', 'mas', 'ganjar', 'saya', 'makin', 'yakin', 'bahwa', 'beliau', 'adalah', 'pimpin', 'yang', 'tidak_hanya', 'hebat', 'dalam', 'kapasitas', 'bagai', 'gubernur', 'tetapi', 'juga', 'bagai', 'sosok', 'ayah', 'dan', 'suami', 'yang', 'teladan', 'taengoosmate', 'gp', 'presiden']",lihat video mesra keluarga mas ganjar beliau pimpin tidak hanya hebat kapasitas gubernur sosok ayah suami teladan taengoosmate gp presiden
"['mesra', 'keluarga', 'ganjar', 'pranowo', 'ingat', 'kita', 'bahwa', 'orang', 'pimpin', 'juga', 'manusia', 'yang', 'milik', 'butuh', 'emosional', 'dan', 'sama', 'yang', 'penting', 'looksjungkook', 'gp', 'presiden']",mesra keluarga ganjar pranowo orang pimpin manusia milik butuh emosional looksjungkook gp presiden
"['bapak', 'mahfud', 'md', 'bagai', 'mitra', 'mas', 'ganjar', 'harap', 'dapat', 'bawa', 'imbang', 'yang', 'perlu', 'dalam', 'pimpin', 'sweetpeachy', 'gp', 'presiden']",mahfud md mitra mas ganjar harap bawa imbang pimpin sweetpeachy gp presiden
"['akrab', 'dan', 'hangat', 'keluarga', 'ganjar', 'pranowo', 'beri', 'yakin', 'bahwa', 'pimpin', 'yang', 'baik', 'harus', 'milik', 'fondasi', 'kuat', 'dalam', 'hidup', 'keluarga', 'senjaa', 'kopi', 'gp', 'presiden']",akrab hangat keluarga ganjar pranowo pimpin milik fondasi kuat hidup keluarga senjaa kopi gp presiden
"['dekat', 'mas', 'ganjar', 'pranowo', 'dengan', 'keluarga', 'adalah', 'inspirasi', 'bahwa', 'orang', 'pimpin', 'dapat', 'cipta', 'harmoni', 'di', 'tengah', 'tengah', 'tugas', 'negara', 'yang', 'berat', 'scaisarawidya', 'gp', 'presiden']",mas ganjar pranowo keluarga inspirasi orang pimpin cipta harmoni tugas negara berat scaisarawidya gp presiden
"['nakula', 'pujieminor', 'ganjar', 'mahfud', 'linnasution', 'satriawirang', 'kangmirdja', 'linamichael', 'mau', 'milu', 'agar', 'gagal', 'kekek']",nakula pujieminor ganjar mahfud linnasution satriawirang kangmirdja linamichael milu gagal kekek
"['ganjar', 'pranowo', 'lihat', 'sangat', 'enjoy', 'saat', 'tampil', 'di', 'srimulat', 'cipta', 'gambar', 'bahwa', 'pimpin', 'bisa', 'senang', 'baroes', 'gp', 'presiden']",ganjar pranowo lihat enjoy tampil srimulat cipta gambar pimpin senang baroes gp presiden
"['tidak_hanya', 'bagai', 'pimpin', 'negara', 'yang', 'baik', 'mas', 'ganjar', 'juga', 'lihat', 'sangat', 'dekat', 'dengan', 'alam', 'ini', 'tunjuk', 'sadar', 'lingkung', 'yang', 'luar', 'biasa', 'thisismediamond', 'gp', 'presiden']",tidak hanya pimpin negara mas ganjar lihat alam sadar lingkung thisismediamond gp presiden
"['masyarakat', 'jatim', 'untung', 'milik', 'pimpin', 'seperti', 'ganjar', 'pranowo', 'yang', 'tidak_hanya', 'komitmen', 'pada', 'tugas', 'resmi', 'tetapi', 'juga', 'cipta', 'harmonis', 'di', 'lingkung', 'keluarga', 'ulfa', 'miftachul', 'gp', 'presiden']",masyarakat jatim untung milik pimpin ganjar pranowo tidak hanya komitmen tugas resmi cipta harmonis lingkung keluarga ulfa miftachul gp presiden
"['sukses', 'selalu', 'untuk', 'ganjar', 'pranowo', 'dan', 'mahfud', 'md', 'moga', 'pimpin', 'mereka', 'warna', 'oleh', 'akrab', 'dan', 'bijaksana', 'dartou', 'gp', 'presiden']",sukses ganjar pranowo mahfud md moga pimpin warna akrab bijaksana dartou gp presiden
